"","id","label","url","description","matchText","PossibleAlias","wikiDataMatch"
"9423","Q6384545","Keith Jackson","//www.wikidata.org/wiki/Q6384545","Player of American football","Keith Jackson",NA,"Y"
"9424","Q6384547","Keith Jackson","//www.wikidata.org/wiki/Q6384547","Wikimedia disambiguation page","Keith Jackson",NA,"Y"
"9425","Q21710949","Nina Bassat","//www.wikidata.org/wiki/Q21710949","leader in the Victorian Jewish community","Janina Bassat","Janina Bassat","Y"
"9426","Q78549992","Mary Beasley","//www.wikidata.org/wiki/Q78549992","Australian business executive and public servant","Mary Constance Beasley","Mary Constance Beasley","Y"
"9427","Q11976756","Ian Macfarlane","//www.wikidata.org/wiki/Q11976756","Australian economist","Ian John Macfarlane","Ian John Macfarlane","Y"
"9428","Q75916075","Robert Alexander Evans-Bevan","//www.wikidata.org/wiki/Q75916075","born 1998","Robert Alexander Evans-Bevan",NA,"Y"
"9429","Q6217729","John Hay","//www.wikidata.org/wiki/Q6217729","Australian academic","John Anthony Hay","John Anthony Hay","Y"
"9430","Q76208967","John Anthony Hayes Simonds","//www.wikidata.org/wiki/Q76208967","(1918-1956)","John Anthony Hayes Simonds",NA,"Y"
"9431","Q125204","Graeme Clark","//www.wikidata.org/wiki/Q125204","Australian doctor","Graeme Milbourne Clark","Graeme Milbourne Clark","Y"
"9432","Q7357991","Roger Climpson","//www.wikidata.org/wiki/Q7357991","Australian journalist","Roger Climpson",NA,"Y"
"9433","Q91890744","John Brandsema","//www.wikidata.org/wiki/Q91890744","researcher (ORCID 0000-0001-5945-3280)","John Brandsema",NA,"Y"
"9434","Q2425663","Patrick Brennan","//www.wikidata.org/wiki/Q2425663","Canadian lacrosse player","Patrick Brennan",NA,"Y"
"9435","Q17562438","Patrick Brennan","//www.wikidata.org/wiki/Q17562438","American actor","Patrick Brennan",NA,"Y"
"9436","Q2057447","Patrick Brennan","//www.wikidata.org/wiki/Q2057447","American musician","Patrick Brennan",NA,"Y"
"9437","Q7146150","Patrick Brennan","//www.wikidata.org/wiki/Q7146150","Irish politician and police commissioner","Patrick Brennan",NA,"Y"
"9438","Q75452150","Patrick Brennan","//www.wikidata.org/wiki/Q75452150","born 1972","Patrick Brennan",NA,"Y"
"9439","Q24054176","Pat Brennan","//www.wikidata.org/wiki/Q24054176","visual effects artist","Patrick Brennan","Patrick Brennan","Y"
"9440","Q75880971","Patrick Brennan","//www.wikidata.org/wiki/Q75880971","died 1928","Patrick Brennan",NA,"Y"
"9441","Q608326","Patrick Brennan","//www.wikidata.org/wiki/Q608326","Wikimedia disambiguation page","Patrick Brennan",NA,"Y"
"9442","Q95870390","Patrick Brennan","//www.wikidata.org/wiki/Q95870390",NA,"Patrick Brennan",NA,"Y"
"9443","Q11994874","Patrick Brennan","//www.wikidata.org/wiki/Q11994874",NA,"Patrick Brennan",NA,"Y"
"9444","Q59667851","John Briggs","//www.wikidata.org/wiki/Q59667851","researcher ORCID ID = 0000-0003-3990-6910","John Briggs",NA,"Y"
"9445","Q6223177","John Briggs","//www.wikidata.org/wiki/Q6223177","British East India Company general","John Briggs",NA,"Y"
"9446","Q4096455","John Briggs","//www.wikidata.org/wiki/Q4096455","American politician","John Briggs",NA,"Y"
"9447","Q6223184","John Briggs","//www.wikidata.org/wiki/Q6223184","English prelate of the Roman Catholic Church","John Briggs",NA,"Y"
"9448","Q3529408","Johnny Briggs","//www.wikidata.org/wiki/Q3529408","English cricketer and rugby union footballer","John Briggs","John Briggs","Y"
"9449","Q76239715","John Briggs","//www.wikidata.org/wiki/Q76239715","1820-1831","John Briggs",NA,"Y"
"9450","Q76239729","John Briggs","//www.wikidata.org/wiki/Q76239729","born 1773","John Briggs",NA,"Y"
"9451","Q15497030","John Briggs","//www.wikidata.org/wiki/Q15497030","American academic","John Briggs",NA,"Y"
"9452","Q6223182","John Briggs","//www.wikidata.org/wiki/Q6223182","American baseball player","John Briggs",NA,"Y"
"9453","Q95759321","John Briggs","//www.wikidata.org/wiki/Q95759321",NA,"John Briggs",NA,"Y"
"9454","Q21537449","Robert Fitz","//www.wikidata.org/wiki/Q21537449","(1768-1834) public servant and settler","Robert Fitz",NA,"Y"
"9455","Q52447","RZA","//www.wikidata.org/wiki/Q52447","American rapper, record producer, actor, writer","Robert Fitzgerald Diggs","Robert Fitzgerald Diggs","Y"
"9456","Q213756","Robert FitzRoy","//www.wikidata.org/wiki/Q213756","career officer of the Royal Navy and a scientist, 1805-1865","Robert FitzRoy",NA,"Y"
"9457","Q472506","Bob Fitzsimmons","//www.wikidata.org/wiki/Q472506","British boxer","Robert Fitzsimmons","Robert Fitzsimmons","Y"
"9458","Q3281581","Robert D. FitzGerald","//www.wikidata.org/wiki/Q3281581","surveyor, ornithologist, botanist and poet","Robert Fitzgerald","Robert Fitzgerald","Y"
"9459","Q1255756","Robert Fitzhamon","//www.wikidata.org/wiki/Q1255756","Norman nobleman","Robert Fitzhamon",NA,"Y"
"9460","Q1169789","Robert Fitzwalter","//www.wikidata.org/wiki/Q1169789","English feudal baron and one of the sureties of the Magna Carta","Robert Fitzwalter",NA,"Y"
"9461","Q7344362","Robert FitzGerald, 19th Earl of Kildare","//www.wikidata.org/wiki/Q7344362","Irish earl","Robert FitzGerald, 19th Earl of Kildare",NA,"Y"
"9462","Q7528769","Sir Robert Fitzwygram, 2nd Baronet","//www.wikidata.org/wiki/Q7528769","Director of the Bank of England","Robert Fitzwygram","Robert Fitzwygram","Y"
"9463","Q7344358","Robert FitzEdith, Lord Okehampton","//www.wikidata.org/wiki/Q7344358","illegitimate son of Henry I of England and Edith Forne","Robert FitzEdith, Lord Okehampton",NA,"Y"
"9464","Q76248742","Patricia Margaret Gibson","//www.wikidata.org/wiki/Q76248742","Peerage person ID=635740","Patricia Margaret Gibson",NA,"Y"
"9465","Q5112427","Christopher Green","//www.wikidata.org/wiki/Q5112427","Australian writer","Christopher Green",NA,"Y"
"9466","Q5112429","Christopher Green","//www.wikidata.org/wiki/Q5112429","British medical academic","Christopher Green",NA,"Y"
"9467","Q5112428","Christopher Green","//www.wikidata.org/wiki/Q5112428","American jurist","Christopher Green",NA,"Y"
"9468","Q76333861","Christopher Green","//www.wikidata.org/wiki/Q76333861","Peerage person ID=696328","Christopher Green",NA,"Y"
"9469","Q5112426","Christopher Green","//www.wikidata.org/wiki/Q5112426","Wikimedia disambiguation page","Christopher Green",NA,"Y"
"9470","Q42889452","Christopher Green","//www.wikidata.org/wiki/Q42889452","art historian","Christopher Green",NA,"Y"
"9471","Q60735754","Christopher Green","//www.wikidata.org/wiki/Q60735754","pediatrician","Christopher Green",NA,"Y"
"9472","Q61749355","Christopher Green","//www.wikidata.org/wiki/Q61749355","mayor and first trustee of Sacramento, California","Christopher Green",NA,"Y"
"9473","Q5112430","Christopher Green","//www.wikidata.org/wiki/Q5112430","English writer and performer","Christopher Green",NA,"Y"
"9474","Q94996488","Christopher Green","//www.wikidata.org/wiki/Q94996488","professor of theology","Christopher Green",NA,"Y"
"9475","Q337569","Edward Duyker","//www.wikidata.org/wiki/Q337569","Australian historian and author","Edward Adrian Duyker","Edward Adrian Duyker","Y"
"9476","Q60676161","Philip Dulhunty","//www.wikidata.org/wiki/Q60676161","Australian aviator, power distribution entrepreneur and inventor","Philip Wellesley Dulhunty","Philip Wellesley Dulhunty","Y"
"9477","Q19862676","Robert Paton","//www.wikidata.org/wiki/Q19862676","chemist","Robert Paton",NA,"Y"
"9478","Q3431102","Richard Paton","//www.wikidata.org/wiki/Q3431102","British artist","Robert Paton","Robert Paton","Y"
"9479","Q19945502","Robert Paton","//www.wikidata.org/wiki/Q19945502","British association football player (1854-1905)","Robert Paton",NA,"Y"
"9480","Q75485231","Robert Paton","//www.wikidata.org/wiki/Q75485231","(1905-1990)","Robert Paton",NA,"Y"
"9481","Q7348768","Robert Paton","//www.wikidata.org/wiki/Q7348768","Canadian politician","Robert Paton",NA,"Y"
"9482","Q57971035","Robert Paton","//www.wikidata.org/wiki/Q57971035","researcher, ORCID id # 0000-0002-4512-9399","Robert Paton",NA,"Y"
"9483","Q76102081","Robert Paton","//www.wikidata.org/wiki/Q76102081","Peerage person ID=531932","Robert Paton",NA,"Y"
"9484","Q20815698","Robert Paton","//www.wikidata.org/wiki/Q20815698","Wikimedia disambiguation page","Robert Paton",NA,"Y"
"9485","Q43913088","Robert Paton","//www.wikidata.org/wiki/Q43913088","person associated with the witch trials in Scotland","Robert Paton",NA,"Y"
"9486","Q94141129","Robert Paton","//www.wikidata.org/wiki/Q94141129",NA,"Robert Paton",NA,"Y"
"9487","Q493699","Paul Scully-Power","//www.wikidata.org/wiki/Q493699","American astronaut","Paul Desmond Scully-Power","Paul Desmond Scully-Power","Y"
"9488","Q21165825","Roger Valentine Short","//www.wikidata.org/wiki/Q21165825","reproductive biologist","Roger Valentine Short",NA,"Y"
"9489","Q6137034","James Jupp","//www.wikidata.org/wiki/Q6137034","Australian academic","James Jupp",NA,"Y"
"9490","Q6140415","James Norris Brewer","//www.wikidata.org/wiki/Q6140415","English topographer and novelist, 1777-1839","James Jupp Norris Brewer","James Jupp Norris Brewer","Y"
"9491","Q7822968","Tony Messner","//www.wikidata.org/wiki/Q7822968","Australian  politician","Anthony John Messner","Anthony John Messner","Y"
"9492","Q6259178","John Stewart Miller","//www.wikidata.org/wiki/Q6259178","Canadian politician","John Stewart Miller",NA,"Y"
"9493","Q94641885","John William Stewart","//www.wikidata.org/wiki/Q94641885",NA,"John William Stewart",NA,"Y"
"9494","Q27042768","John Lubbock","//www.wikidata.org/wiki/Q27042768","director and filmmaker","John William Stewart Lubbock","John William Stewart Lubbock","Y"
"9495","Q69998287","John William Stewart Blacklock","//www.wikidata.org/wiki/Q69998287","scientific article published on 01 April 1973","John William Stewart Blacklock",NA,"Y"
"9496","Q6308225","Julie Hammer","//www.wikidata.org/wiki/Q6308225","Australian air marshal","Julie Margaret Hammer","Julie Margaret Hammer","Y"
"9497","Q6253640","John Quaife","//www.wikidata.org/wiki/Q6253640","Australian air marshal","Alfred John Quaife","Alfred John Quaife","Y"
"9498","Q3809328","John Henry Anderson","//www.wikidata.org/wiki/Q3809328","Scottish magician","John Henry Anderson",NA,"Y"
"9499","Q75971171","John Henry Anderson","//www.wikidata.org/wiki/Q75971171","Peerage person ID=439431","John Henry Anderson",NA,"Y"
"9500","Q273672","Simone Young","//www.wikidata.org/wiki/Q273672","Australian conductor","Simone Margaret Young","Simone Margaret Young","Y"
"9501","Q2644238","Alfred van der Poorten","//www.wikidata.org/wiki/Q2644238","Dutch-Australian mathematician","Alfred Jacobus van der Poorten","Alfred Jacobus van der Poorten","Y"
"9502","Q15500898","Frank Walsh","//www.wikidata.org/wiki/Q15500898","Australian politician","Frank Walsh",NA,"Y"
"9503","Q60198364","Frank Walsh","//www.wikidata.org/wiki/Q60198364",NA,"Frank Walsh",NA,"Y"
"9504","Q964855","Frank Walsh","//www.wikidata.org/wiki/Q964855","Wikimedia disambiguation page","Frank Walsh",NA,"Y"
"9505","Q5490218","Frank Walsh","//www.wikidata.org/wiki/Q5490218","professional golfer","Frank Walsh",NA,"Y"
"9506","Q1027216","Frank Walsh","//www.wikidata.org/wiki/Q1027216","rugby player","Frank Walsh",NA,"Y"
"9507","Q16000443","Frank Walshe","//www.wikidata.org/wiki/Q16000443","Australian rules footballer","Frank Walshe",NA,"Y"
"9508","Q5074926","Charles A. Watson","//www.wikidata.org/wiki/Q5074926","President of the American University in Cairo","Charles Roger Watson","Charles Roger Watson","Y"
"9509","Q65037284","Barbara Ker Wilson","//www.wikidata.org/wiki/Q65037284","English-born Australian novelist","Barbara Ker Wilson",NA,"Y"
"9510","Q47435970","Terence Dillon","//www.wikidata.org/wiki/Q47435970","British rower","Terence Dillon",NA,"Y"
"9511","Q3502454","Bobby Connelly","//www.wikidata.org/wiki/Q3502454","actor","Bobby Connelly",NA,"Y"
"9512","Q76272447","Margaret Ann Woodrow Johnson","//www.wikidata.org/wiki/Q76272447","Peerage person ID=653668","Margaret Ann Woodrow Johnson",NA,"Y"
"9513","Q7032304","Nigel Coates","//www.wikidata.org/wiki/Q7032304","Royal Australian Navy admiral","Nigel Stephen Coates","Nigel Stephen Coates","Y"
"9514","Q39032295","Stephen Wilkinson","//www.wikidata.org/wiki/Q39032295","researcher","Stephen Wilkinson",NA,"Y"
"9515","Q88315186","Stephen Wilkinson","//www.wikidata.org/wiki/Q88315186","researcher (ORCID 0000-0001-9400-4747)","Stephen Wilkinson",NA,"Y"
"9516","Q75748942","Stephen Wilkinson","//www.wikidata.org/wiki/Q75748942","died 1962","Stephen Wilkinson",NA,"Y"
"9517","Q7610855","Stephen Wilkinson","//www.wikidata.org/wiki/Q7610855","English conductor","Stephen Wilkinson",NA,"Y"
"9518","Q7610853","Stephen Wilkinson","//www.wikidata.org/wiki/Q7610853","Wikimedia disambiguation page","Stephen Wilkinson",NA,"Y"
"9519","Q51172325","Stephen Wilkinson","//www.wikidata.org/wiki/Q51172325",NA,"Stephen Wilkinson",NA,"Y"
"9520","Q76216759","Stephen Wilkinson Pulford","//www.wikidata.org/wiki/Q76216759","Peerage person ID=611845","Stephen Wilkinson Pulford",NA,"Y"
"9521","Q3111737","Bibio","//www.wikidata.org/wiki/Q3111737","English music producer","Stephen Wilkinson","Stephen Wilkinson","Y"
"9522","Q18166584","Pamela Russell","//www.wikidata.org/wiki/Q18166584","Australian immunologist","Pamela Joan Russell","Pamela Joan Russell","Y"
"9523","Q96084892","Anne Schofield","//www.wikidata.org/wiki/Q96084892","(1816-1892)","Anne Schofield",NA,"Y"
"9524","Q16105206","Jan Senbergs","//www.wikidata.org/wiki/Q16105206","Latvian artist","Jan Feliks Senbergs","Jan Feliks Senbergs","Y"
"9525","Q464166","Kathryn D. Sullivan","//www.wikidata.org/wiki/Q464166","American geologist and a former NASA astronaut","Kathy Sullivan","Kathy Sullivan","Y"
"9526","Q16106114","Kathy Sullivan","//www.wikidata.org/wiki/Q16106114","Australian politician","Kathy Sullivan",NA,"Y"
"9527","Q6377310","Kathy Sullivan","//www.wikidata.org/wiki/Q6377310","American politician","Kathy Sullivan",NA,"Y"
"9528","Q6377311","Kathy Sullivan","//www.wikidata.org/wiki/Q6377311","Wikimedia disambiguation page","Kathy Sullivan",NA,"Y"
"9529","Q48081887","Percy Edwin Sykes: 1920-2014.","//www.wikidata.org/wiki/Q48081887","scientific article published in April 2014","Percy Edwin Sykes: 1920-2014.",NA,"Y"
"9530","Q75557616","Catherine Mary Walter","//www.wikidata.org/wiki/Q75557616","(1820-1844)","Catherine Mary Walter",NA,"Y"
"9531","Q75325760","Tom Lawrence Baillieu","//www.wikidata.org/wiki/Q75325760","born 1929","Tom Lawrence Baillieu",NA,"Y"
"9532","Q5146237","Colleen Brown","//www.wikidata.org/wiki/Q5146237","Canadian singer","Colleen Brown",NA,"Y"
"9533","Q5146236","Colleen Browning","//www.wikidata.org/wiki/Q5146236","American artist","Colleen Browning",NA,"Y"
"9534","Q75858047","Colleen Browning","//www.wikidata.org/wiki/Q75858047","born 1919","Colleen Browning",NA,"Y"
"9535","Q743546","Jack Baldwin","//www.wikidata.org/wiki/Q743546","British chemist","Jack Baldwin",NA,"Y"
"9536","Q6111127","Jack Baldwin","//www.wikidata.org/wiki/Q6111127","Royal Air Force air marshal","Jack Baldwin",NA,"Y"
"9537","Q21665538","John Baldwin","//www.wikidata.org/wiki/Q21665538","American painter","Jack Baldwin","Jack Baldwin","Y"
"9538","Q6111125","Jack Baldwin","//www.wikidata.org/wiki/Q6111125","English association football player","Jack Baldwin",NA,"Y"
"9539","Q6111123","Jack Baldwin","//www.wikidata.org/wiki/Q6111123","racecar driver","Jack Baldwin",NA,"Y"
"9540","Q6111121","Jack Baldwin","//www.wikidata.org/wiki/Q6111121","Wikimedia disambiguation page","Jack Baldwin",NA,"Y"
"9541","Q75903790","Mary Elizabeth Beckett","//www.wikidata.org/wiki/Q75903790","Peerage person ID=393406","Mary Elizabeth Beckett",NA,"Y"
"9542","Q61961350","Mary Beckett","//www.wikidata.org/wiki/Q61961350","Australian politician","Mary Elizabeth Beckett","Mary Elizabeth Beckett","Y"
"9543","Q90009099","Pamela Bell","//www.wikidata.org/wiki/Q90009099","New Zealand snowboarder","Pamela Bell",NA,"Y"
"9544","Q435230","Pamela Bellwood","//www.wikidata.org/wiki/Q435230","American actress","Pamela Bellwood",NA,"Y"
"9545","Q6221558","John Bennett","//www.wikidata.org/wiki/Q6221558","American children's writer and illustrator","Jack Bennett","Jack Bennett","Y"
"9546","Q768331","John Caister Bennett","//www.wikidata.org/wiki/Q768331","South African astronomer","Jack Bennett","Jack Bennett","Y"
"9547","Q15631239","Jack Bennett","//www.wikidata.org/wiki/Q15631239","Wikimedia disambiguation page","Jack Bennett",NA,"Y"
"9548","Q18352850","Jack Bennett","//www.wikidata.org/wiki/Q18352850","Australian rules footballer, born 1910","Jack Bennett",NA,"Y"
"9549","Q6221570","John Bennett","//www.wikidata.org/wiki/Q6221570","English rugby league footballer","Jack Bennett","Jack Bennett","Y"
"9550","Q18358388","Jack Bennett","//www.wikidata.org/wiki/Q18358388",NA,"Jack Bennett",NA,"Y"
"9551","Q86338301","Jack Bennett","//www.wikidata.org/wiki/Q86338301","cyclist","Jack Bennett",NA,"Y"
"9552","Q6111241","Jack Bennett","//www.wikidata.org/wiki/Q6111241","Australian rules footballer, born 1920","Jack Bennett",NA,"Y"
"9553","Q21597782","Jack Bennett","//www.wikidata.org/wiki/Q21597782","Australian rules footballer, born 1922","Jack Bennett",NA,"Y"
"9554","Q48449376","Jack Bennett","//www.wikidata.org/wiki/Q48449376",NA,"Jack Bennett",NA,"Y"
"9555","Q29642392","Ronald Bradley","//www.wikidata.org/wiki/Q29642392","intensive therapy medicine specialist","Ronald Bradley",NA,"Y"
"9556","Q5540133","George Haddock","//www.wikidata.org/wiki/Q5540133","British politician","George Haddock",NA,"Y"
"9557","Q5540132","George Haddock","//www.wikidata.org/wiki/Q5540132","Major League Baseball player","George Haddock",NA,"Y"
"9558","Q5540131","George Haddock","//www.wikidata.org/wiki/Q5540131","Wikimedia disambiguation page","George Haddock",NA,"Y"
"9559","Q75308486","Joyce Duncan","//www.wikidata.org/wiki/Q75308486","Peerage person ID=53385","Joyce Duncan",NA,"Y"
"9560","Q4756910","Andrew Evans","//www.wikidata.org/wiki/Q4756910","Australian politician","Andrew Lee Evans","Andrew Lee Evans","Y"
"9561","Q59762414","Martin Fitzpatrick","//www.wikidata.org/wiki/Q59762414","researcher ORCID ID = 0000-0001-9597-5000","Martin Fitzpatrick",NA,"Y"
"9562","Q60310937","Martin A Fitzpatrick","//www.wikidata.org/wiki/Q60310937","researcher ORCID ID = 0000-0002-0695-1988","Martin Fitzpatrick","Martin Fitzpatrick","Y"
"9563","Q379229","Jack Lang","//www.wikidata.org/wiki/Q379229","French politician","Jack Lang",NA,"Y"
"9564","Q933146","Jack Lang","//www.wikidata.org/wiki/Q933146","Australian politician and Premier of New South Wales","Jack Lang",NA,"Y"
"9565","Q1126132","Jack Lang","//www.wikidata.org/wiki/Q1126132","Wikimedia disambiguation page","Jack Lang",NA,"Y"
"9566","Q6113586","Jack Lang","//www.wikidata.org/wiki/Q6113586","American sportswriter","Jack Lang",NA,"Y"
"9567","Q6113583","Jack Lang","//www.wikidata.org/wiki/Q6113583","American football player","Jack Lang",NA,"Y"
"9568","Q1677093","Jack Langrishe","//www.wikidata.org/wiki/Q1677093","American actor (1839-1895)","Jack Langrishe",NA,"Y"
"9569","Q1677090","Jack Langedijk","//www.wikidata.org/wiki/Q1677090","Canadian actor","Jack Langedijk",NA,"Y"
"9570","Q20985467","Jack Langford","//www.wikidata.org/wiki/Q20985467","Canadian politician","Jack Langford",NA,"Y"
"9571","Q22464708","Jack Langilles Shoal","//www.wikidata.org/wiki/Q22464708",NA,"Jack Langilles Shoal",NA,"Y"
"9572","Q95873162","Jack Langan-Evans","//www.wikidata.org/wiki/Q95873162",NA,"Jack Langan-Evans",NA,"Y"
"9573","Q57009666","Eva Joelsson-Alm","//www.wikidata.org/wiki/Q57009666","researcher","Eva Joelsson-Alm",NA,"Y"
"9574","Q4899016","Betty Wilson","//www.wikidata.org/wiki/Q4899016","Australian cricketer (1921-2010)","Betty Wilson",NA,"Y"
"9575","Q76110227","Betty Wilson","//www.wikidata.org/wiki/Q76110227","born 1817","Betty Wilson",NA,"Y"
"9576","Q19667133","Betty Wilson","//www.wikidata.org/wiki/Q19667133","American politician","Betty Wilson",NA,"Y"
"9577","Q1738633","Ken Maginnis","//www.wikidata.org/wiki/Q1738633","Ulster Unionist politician","Kenneth Wiggins Maginnis, Baron Maginnis of Drumglass","Kenneth Wiggins Maginnis, Baron Maginnis of Drumglass","Y"
"9578","Q64397548","Diana Penniment","//www.wikidata.org/wiki/Q64397548","Australian politician","Diana Elizabeth Penniment","Diana Elizabeth Penniment","Y"
"9579","Q21682597","Earle Backen","//www.wikidata.org/wiki/Q21682597","Australian artist","Earle Ian Backen","Earle Ian Backen","Y"
"9580","Q96583799","Christopher James Baker","//www.wikidata.org/wiki/Q96583799","Australian television actor","Christopher James Baker",NA,"Y"
"9581","Q88086292","Norbert Berend","//www.wikidata.org/wiki/Q88086292","researcher","Norbert Berend",NA,"Y"
"9582","Q5349390","Eileen Kampakuta Brown","//www.wikidata.org/wiki/Q5349390","Australian aboriginal elder and activist","Eileen Kampakuta Brown",NA,"Y"
"9583","Q5548976","Gerald Burns","//www.wikidata.org/wiki/Q5548976","American writer","Gerald Burns",NA,"Y"
"9584","Q75601591","Michael Burr","//www.wikidata.org/wiki/Q75601591","Peerage person ID=237101","Michael Burr",NA,"Y"
"9585","Q29642429","Michael Burr","//www.wikidata.org/wiki/Q29642429","epidemiologist","Michael Burr",NA,"Y"
"9586","Q95903340","Michael Burr","//www.wikidata.org/wiki/Q95903340",NA,"Michael Burr",NA,"Y"
"9587","Q6828961","Michael Burry","//www.wikidata.org/wiki/Q6828961","American hedge fund manager","Michael Burry",NA,"Y"
"9588","Q3308077","Michael Burrows","//www.wikidata.org/wiki/Q3308077","British computer scientist","Michael Burrows",NA,"Y"
"9589","Q6828956","Michael Burrage","//www.wikidata.org/wiki/Q6828956","United States federal judge","Michael Burrage",NA,"Y"
"9590","Q6828957","Michael Burrows","//www.wikidata.org/wiki/Q6828957","Irish bishop","Michael Burrows",NA,"Y"
"9591","Q61818726","Michael Burrows","//www.wikidata.org/wiki/Q61818726","Australian singer and songwriter","Michael Burrows",NA,"Y"
"9592","Q61982881","Michael Burrows","//www.wikidata.org/wiki/Q61982881","Wikimedia disambiguation page","Michael Burrows",NA,"Y"
"9593","Q6482830","Lana Cantrell","//www.wikidata.org/wiki/Q6482830","Australian-American singer and entertainment lawyer","Lana Eleanor Cantrell","Lana Eleanor Cantrell","Y"
"9594","Q43128831","Frederick Cress","//www.wikidata.org/wiki/Q43128831","Australian artist","Frederick Harold Cress","Frederick Harold Cress","Y"
"9595","Q57572177","Leslie Olsson","//www.wikidata.org/wiki/Q57572177","Australian judge","Leslie Trevor Olsson","Leslie Trevor Olsson","Y"
"9596","Q64071174","Margaret Ruth Redpath","//www.wikidata.org/wiki/Q64071174","Deacon, St Andrew's Anglican Church, Brighton","Margaret Ruth Redpath",NA,"Y"
"9597","Q78741641","Doreen Anne Rosenthal","//www.wikidata.org/wiki/Q78741641","(1938 - ), Feminist, Professor and Psychologist","Doreen Anne Rosenthal",NA,"Y"
"9598","Q15526953","John Schaeffer","//www.wikidata.org/wiki/Q15526953","Dutch-Australian art collector","John Herman Schaeffer","John Herman Schaeffer","Y"
"9599","Q25183380","Evelyn Scott","//www.wikidata.org/wiki/Q25183380","Australian educator and activist","Evelyn Ruth Scott","Evelyn Ruth Scott","Y"
"9600","Q2735589","Mark Taylor","//www.wikidata.org/wiki/Q2735589","Australian cricketer","Mark Anthony Taylor","Mark Anthony Taylor","Y"
"9601","Q1618937","Hilton Forrest Deakin","//www.wikidata.org/wiki/Q1618937","Australian priest","Hilton Forrest Deakin",NA,"Y"
"9602","Q6838143","Mick Dodson","//www.wikidata.org/wiki/Q6838143","Australian barrister and academic","Michael James Dodson","Michael James Dodson","Y"
"9603","Q5492847","Franz Kempf","//www.wikidata.org/wiki/Q5492847","Australian printmaker","Franz Moishe Kempf","Franz Moishe Kempf","Y"
"9604","Q6137871","James Lawson","//www.wikidata.org/wiki/Q6137871","Australian public health doctor and scientist","James Sutherland Lawson","James Sutherland Lawson","Y"
"9605","Q15967993","Wellington Lee","//www.wikidata.org/wiki/Q15967993","Deputy Lord Mayor of Melbourne","Wellington Lee",NA,"Y"
"9606","Q22006841","Bob Merriman","//www.wikidata.org/wiki/Q22006841","Australian cricket administrator","Robert Frederick Merriman","Robert Frederick Merriman","Y"
"9607","Q333702","Jim Murphy","//www.wikidata.org/wiki/Q333702","British politician","James Francis Murphy","James Francis Murphy","Y"
"9608","Q19667435","Frank Murphy","//www.wikidata.org/wiki/Q19667435","Australian public servant","James Francis Murphy","James Francis Murphy","Y"
"9609","Q64781096","Max Kay","//www.wikidata.org/wiki/Q64781096","Scottish-Australian entertainer","Max Kay",NA,"Y"
"9610","Q62016547","Max Kayser","//www.wikidata.org/wiki/Q62016547",NA,"Max Kayser",NA,"Y"
"9611","Q1912814","Max Kayser","//www.wikidata.org/wiki/Q1912814","German politician and writer","Max Kayser",NA,"Y"
"9612","Q62019116","Max Kayser","//www.wikidata.org/wiki/Q62019116",NA,"Max Kayser",NA,"Y"
"9613","Q6233387","John Flannagan","//www.wikidata.org/wiki/Q6233387","American sculptor","John Flannagan",NA,"Y"
"9614","Q6233382","John Flannagan","//www.wikidata.org/wiki/Q6233382","United States Navy sailor and Medal of Honor recipient","John Flannagan",NA,"Y"
"9615","Q6233380","John Flannagan","//www.wikidata.org/wiki/Q6233380","Wikimedia disambiguation page","John Flannagan",NA,"Y"
"9616","Q6233384","John Flannagan","//www.wikidata.org/wiki/Q6233384","Catholic priest of the Diocese of Davenport who was the second president of St. Ambrose University.","John Flannagan",NA,"Y"
"9617","Q21597839","Charles Francis","//www.wikidata.org/wiki/Q21597839","Australian politician","Charles Hugh Francis","Charles Hugh Francis","Y"
"9618","Q7123909","Padraic McGuinness","//www.wikidata.org/wiki/Q7123909","Australian journalist","Padraic Pearse McGuinness","Padraic Pearse McGuinness","Y"
"9619","Q88760919","Jeffrey Heath","//www.wikidata.org/wiki/Q88760919","Australian Paralympic archer and disability advocate","Jeffrey Stewart Heath","Jeffrey Stewart Heath","Y"
"9620","Q5106872","Chris Heyde","//www.wikidata.org/wiki/Q5106872","Australian mathematician","Christopher Charles Heyde","Christopher Charles Heyde","Y"
"9621","Q5075146","Charles Angas Hurst","//www.wikidata.org/wiki/Q5075146","Australian mathematician","Charles Angas Hurst",NA,"Y"
"9622","Q94919069","Charles Angas Hurst","//www.wikidata.org/wiki/Q94919069",NA,"Charles Angas Hurst",NA,"Y"
"9623","Q7345368","Robert Hecker","//www.wikidata.org/wiki/Q7345368","American musician and athlete","Robert Hecker",NA,"Y"
"9624","Q71049885","Robert Hecker","//www.wikidata.org/wiki/Q71049885","German judge","Robert Hecker",NA,"Y"
"9625","Q5524187","Garry McDonald","//www.wikidata.org/wiki/Q5524187","Australian actor","Garry George McDonald","Garry George McDonald","Y"
"9626","Q4932238","Bob Day","//www.wikidata.org/wiki/Q4932238","Australian politician","Robert John Day","Robert John Day","Y"
"9627","Q72365805","Jane Diplock","//www.wikidata.org/wiki/Q72365805","Australian policy maker and company director","Jane Diplock",NA,"Y"
"9628","Q5525157","Gary Gray","//www.wikidata.org/wiki/Q5525157","Australian politician","Gary Gray",NA,"Y"
"9629","Q15491649","Gary Gray","//www.wikidata.org/wiki/Q15491649","American film and television actor, most of career as child actor","Gary Gray",NA,"Y"
